gameId,trialNum,repNum,tangram,condition,partial_length,text
22dyGMRgestp8u5Lc,0,0,C,2_thin,1,jumping
22dyGMRgestp8u5Lc,0,0,C,2_thin,2,jumping off
22dyGMRgestp8u5Lc,0,0,C,2_thin,3,jumping off building
22dyGMRgestp8u5Lc,0,0,C,2_thin,4,jumping off building with
22dyGMRgestp8u5Lc,0,0,C,2_thin,5,jumping off building with hands
22dyGMRgestp8u5Lc,0,0,C,2_thin,6,jumping off building with hands in
22dyGMRgestp8u5Lc,0,0,C,2_thin,7,jumping off building with hands in the
22dyGMRgestp8u5Lc,0,0,C,2_thin,8,jumping off building with hands in the air
22dyGMRgestp8u5Lc,1,0,G,2_thin,1,like
22dyGMRgestp8u5Lc,1,0,G,2_thin,2,like the
22dyGMRgestp8u5Lc,1,0,G,2_thin,3,like the a
22dyGMRgestp8u5Lc,1,0,G,2_thin,4,like the a high
22dyGMRgestp8u5Lc,1,0,G,2_thin,5,like the a high heeled
22dyGMRgestp8u5Lc,1,0,G,2_thin,6,like the a high heeled shoe
22dyGMRgestp8u5Lc,1,0,G,2_thin,7,like the a high heeled shoe tough
22dyGMRgestp8u5Lc,1,0,G,2_thin,8,like the a high heeled shoe tough one
22dyGMRgestp8u5Lc,2,0,H,2_thin,1,no
22dyGMRgestp8u5Lc,2,0,H,2_thin,2,no arms
22dyGMRgestp8u5Lc,2,0,H,2_thin,3,no arms not
22dyGMRgestp8u5Lc,2,0,H,2_thin,4,no arms not legs
22dyGMRgestp8u5Lc,2,0,H,2_thin,5,no arms not legs like
22dyGMRgestp8u5Lc,2,0,H,2_thin,6,no arms not legs like a
22dyGMRgestp8u5Lc,2,0,H,2_thin,7,no arms not legs like a necktie
22dyGMRgestp8u5Lc,2,0,H,2_thin,8,no arms not legs like a necktie with
22dyGMRgestp8u5Lc,2,0,H,2_thin,9,no arms not legs like a necktie with the
22dyGMRgestp8u5Lc,2,0,H,2_thin,10,no arms not legs like a necktie with the bottom
22dyGMRgestp8u5Lc,2,0,H,2_thin,11,no arms not legs like a necktie with the bottom turned
22dyGMRgestp8u5Lc,2,0,H,2_thin,12,no arms not legs like a necktie with the bottom turned slightly
22dyGMRgestp8u5Lc,2,0,H,2_thin,13,no arms not legs like a necktie with the bottom turned slightly to
22dyGMRgestp8u5Lc,2,0,H,2_thin,14,no arms not legs like a necktie with the bottom turned slightly to the
22dyGMRgestp8u5Lc,2,0,H,2_thin,15,no arms not legs like a necktie with the bottom turned slightly to the right
22dyGMRgestp8u5Lc,3,0,B,2_thin,1,like
22dyGMRgestp8u5Lc,3,0,B,2_thin,2,like a
22dyGMRgestp8u5Lc,3,0,B,2_thin,3,like a baby
22dyGMRgestp8u5Lc,3,0,B,2_thin,4,like a baby sitting
22dyGMRgestp8u5Lc,3,0,B,2_thin,5,like a baby sitting on
22dyGMRgestp8u5Lc,3,0,B,2_thin,6,like a baby sitting on floor
22dyGMRgestp8u5Lc,3,0,B,2_thin,7,like a baby sitting on floor with
22dyGMRgestp8u5Lc,3,0,B,2_thin,8,like a baby sitting on floor with arms
22dyGMRgestp8u5Lc,3,0,B,2_thin,9,like a baby sitting on floor with arms out
22dyGMRgestp8u5Lc,3,0,B,2_thin,10,like a baby sitting on floor with arms out and
22dyGMRgestp8u5Lc,3,0,B,2_thin,11,like a baby sitting on floor with arms out and a
22dyGMRgestp8u5Lc,3,0,B,2_thin,12,like a baby sitting on floor with arms out and a bow
22dyGMRgestp8u5Lc,3,0,B,2_thin,13,like a baby sitting on floor with arms out and a bow on
22dyGMRgestp8u5Lc,3,0,B,2_thin,14,like a baby sitting on floor with arms out and a bow on the
22dyGMRgestp8u5Lc,3,0,B,2_thin,15,like a baby sitting on floor with arms out and a bow on the back
22dyGMRgestp8u5Lc,3,0,B,2_thin,16,like a baby sitting on floor with arms out and a bow on the back of
22dyGMRgestp8u5Lc,3,0,B,2_thin,17,like a baby sitting on floor with arms out and a bow on the back of her
22dyGMRgestp8u5Lc,3,0,B,2_thin,18,like a baby sitting on floor with arms out and a bow on the back of her head
22dyGMRgestp8u5Lc,3,0,B,2_thin,19,like a baby sitting on floor with arms out and a bow on the back of her head she
22dyGMRgestp8u5Lc,3,0,B,2_thin,20,like a baby sitting on floor with arms out and a bow on the back of her head she is
22dyGMRgestp8u5Lc,3,0,B,2_thin,21,like a baby sitting on floor with arms out and a bow on the back of her head she is facing
22dyGMRgestp8u5Lc,3,0,B,2_thin,22,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left
22dyGMRgestp8u5Lc,3,0,B,2_thin,23,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and
22dyGMRgestp8u5Lc,3,0,B,2_thin,24,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the
22dyGMRgestp8u5Lc,3,0,B,2_thin,25,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow
22dyGMRgestp8u5Lc,3,0,B,2_thin,26,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in
22dyGMRgestp8u5Lc,3,0,B,2_thin,27,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on
22dyGMRgestp8u5Lc,3,0,B,2_thin,28,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the
22dyGMRgestp8u5Lc,3,0,B,2_thin,29,like a baby sitting on floor with arms out and a bow on the back of her head she is facing left and the bow in on the right
22dyGMRgestp8u5Lc,4,0,K,2_thin,1,kneeling
22dyGMRgestp8u5Lc,4,0,K,2_thin,2,kneeling in
22dyGMRgestp8u5Lc,4,0,K,2_thin,3,kneeling in gown
22dyGMRgestp8u5Lc,4,0,K,2_thin,4,kneeling in gown with
22dyGMRgestp8u5Lc,4,0,K,2_thin,5,kneeling in gown with Bible
22dyGMRgestp8u5Lc,4,0,K,2_thin,6,kneeling in gown with Bible in
22dyGMRgestp8u5Lc,4,0,K,2_thin,7,"kneeling in gown with Bible in hand,"
22dyGMRgestp8u5Lc,4,0,K,2_thin,8,"kneeling in gown with Bible in hand, facing"
22dyGMRgestp8u5Lc,4,0,K,2_thin,9,"kneeling in gown with Bible in hand, facing to"
22dyGMRgestp8u5Lc,4,0,K,2_thin,10,"kneeling in gown with Bible in hand, facing to the"
22dyGMRgestp8u5Lc,4,0,K,2_thin,11,"kneeling in gown with Bible in hand, facing to the right"
22dyGMRgestp8u5Lc,4,0,K,2_thin,12,"kneeling in gown with Bible in hand, facing to the right heel"
22dyGMRgestp8u5Lc,4,0,K,2_thin,13,"kneeling in gown with Bible in hand, facing to the right heel up"
22dyGMRgestp8u5Lc,4,0,K,2_thin,14,"kneeling in gown with Bible in hand, facing to the right heel up in"
22dyGMRgestp8u5Lc,4,0,K,2_thin,15,"kneeling in gown with Bible in hand, facing to the right heel up in back"
22dyGMRgestp8u5Lc,5,0,L,2_thin,1,Starting
22dyGMRgestp8u5Lc,5,0,L,2_thin,2,Starting to
22dyGMRgestp8u5Lc,5,0,L,2_thin,3,Starting to stand
22dyGMRgestp8u5Lc,5,0,L,2_thin,4,Starting to stand after
22dyGMRgestp8u5Lc,5,0,L,2_thin,5,Starting to stand after kneeling
22dyGMRgestp8u5Lc,5,0,L,2_thin,6,Starting to stand after kneeling facing
22dyGMRgestp8u5Lc,5,0,L,2_thin,7,"Starting to stand after kneeling facing right,"
22dyGMRgestp8u5Lc,5,0,L,2_thin,8,"Starting to stand after kneeling facing right, Bible"
22dyGMRgestp8u5Lc,5,0,L,2_thin,9,"Starting to stand after kneeling facing right, Bible still"
22dyGMRgestp8u5Lc,5,0,L,2_thin,10,"Starting to stand after kneeling facing right, Bible still in"
22dyGMRgestp8u5Lc,5,0,L,2_thin,11,"Starting to stand after kneeling facing right, Bible still in hand"
22dyGMRgestp8u5Lc,6,0,A,2_thin,1,"standing,"
22dyGMRgestp8u5Lc,6,0,A,2_thin,2,"standing, but"
22dyGMRgestp8u5Lc,6,0,A,2_thin,3,"standing, but falling"
22dyGMRgestp8u5Lc,6,0,A,2_thin,4,"standing, but falling backward"
22dyGMRgestp8u5Lc,6,0,A,2_thin,5,"standing, but falling backward facing"
22dyGMRgestp8u5Lc,6,0,A,2_thin,6,"standing, but falling backward facing left"
